screen_name,text,source,retweet_count,hashtags,mentions_screen_name,searchTerm,disease,Preprocesstext,Sentiment
justarookie_,@CountCarbula @realmissbalmain Which insulin did you taste? Should I go with Lantus or Novorapid?<f0><U+009F><U+0098><U+0082>,Twitter for iPhone,0,,CountCarbula realmissbalmain,Lantus,Diabetes,which insulin did you taste should go with lantus or novorapid,neutral
T1dVeganJody,"I am sleeping as soon as I've taken my Lantus tonight, this shift is longggggggg <f0><U+009F><U+0098><U+00B4><f0><U+009F><U+0098><U+00B4>",Twitter for Android,0,,,Lantus,Diabetes,am sleeping as soon as ve taken my lantus tonight this shift is longggggggg,neutral
CrazyRxMan,What a profound jerk: https://t.co/7FOphHP4dC,The Social Jukebox,0,,,Lantus,Diabetes,what profound jerk,positive
jmpayne7,"@usa_physicians They say if you do the PA online, then an answer will be given in less than an hour since I am already on it. Please do it as a 3 month supply. Also need you to write Lantus Pen, 85u, then 15u in a 3 day supply. My nifidepine er requires",Twitter Web Client,0,,usa_physicians,Lantus,Diabetes,they say if you do the pa online then an answer will be given in less than an hour since am already on it please do it as month supply also need you to write lantus pen then in day supply my nifidepine er requires,negative
jmpayne7,"@usa_physicians Dr. Bath, I need my Novolog PEN called in by 8 a.m. 04/10. I am out, and you never called in a sugar tester script nor for tester strips. I am out of Novolog, been using my lantus pen, but only have 1 to 2 days left. Put novolog at 100u pe",Twitter Web Client,0,,usa_physicians,Lantus,Diabetes,dr bath need my novolog pen called in by am out and you never called in sugar tester script nor for tester strips am out of novolog been using my lantus pen but only have to days left put novolog at pe,neutral
jmpayne7,"So, could you make sure they do all my medications, or would you do as my last one and make all these scripts 3-month supplies, and us my Lantus Pen to 125u per day due to the Novolog PEN kerfuffle. I am so gracious for your time and patience.",Twitter Web Client,0,,,Lantus,Diabetes,so could you make sure they do all my medications or would you do as my last one and make all these scripts month supplies and us my lantus pen to per day due to the novolog pen kerfuffle am so gracious for your time and patience,positive
jmpayne7,"@usa_physicians , I need the fax number for Dr. Bath at the Mastin Building. I am out of my Novolog Pen and still haven't gotten my sugar tester. I have been using my Lantus, but I only have one, maybe two days left of it. The Novolog requires a PA, my",Twitter Web Client,0,,usa_physicians,Lantus,Diabetes,need the fax number for dr bath at the mastin building am out of my novolog pen and still haven gotten my sugar tester have been using my lantus but only have one maybe two days left of it the novolog requires pa my,neutral
CamFantastic1,@COZYNlCK @HalfAtlanta @IBlasczak do you own a newspaper. can you start a union at your job without getting fired. can you stroll down to the Lantus offices and scream at the CEO till he stops jacking up the price on insulin. your freedom isn't worth the,Twitter for iPhone,0,,COZYNlCK HalfAtlanta IBlasczak,Lantus,Diabetes,do you own newspaper can you start union at your job without getting fired can you stroll down to the lantus offices and scream at the ceo till he stops jacking up the price on insulin your freedom isn worth the,positive
HGMurgatroyd,"Me to diabetes nurse: yeah I’m really well controlled with this amount of lantus

Diabetes: ( <U+0361>° <U+035C><U+0296> <U+0361>°)",Twitter for iPhone,0,,,Lantus,Diabetes,me to diabetes nurse yeah really well controlled with this amount of lantus diabetes,negative
merthur_,my lantus is supposed to peak at 12 so i dont really understand how at 11 it was higher than at 8 despite me not eating anything,Twitter for Android,0,,,Lantus,Diabetes,my lantus is supposed to peak at so dont really understand how at it was higher than at despite me not eating anything,positive
redkitebait,I neeed to follow dafne guidelines better and record my sugars and adjust properly but fuck that im gonna up my evening lantus to 3 tonight,Twitter for Android,0,,,Lantus,Diabetes,neeed to follow dafne guidelines better and record my sugars and adjust properly but fuck that im gonna up my evening lantus to tonight,positive
tisshe,"I thought I'd lost a Lantus pen a couple weeks ago, but now I found it and now I have two half-full pens. Guess I'll throw one back in the fridge.",Twitter Web Client,0,,,Lantus,Diabetes,thought lost lantus pen couple weeks ago but now found it and now have two half full pens guess ll throw one back in the fridge,neutral
NoFearOnlyLove_,Ran out of lantus but didn’t realise I was running out until I’d got to bed <f0><U+009F><U+0099><U+0083> 4 units will have to carry me over until the morning when I can do some more,Twitter for iPhone,0,,,Lantus,Diabetes,ran out of lantus but didn realise was running out until got to bed units will have to carry me over until the morning when can do some more,positive
DiabeticDadUK,"BG stable, carbs on board, only Lantus ticking away. Let us trying that sleeping malarky, hey?",Twitter Web Client,0,,,Lantus,Diabetes,bg stable carbs on board only lantus ticking away let us trying that sleeping malarky hey,neutral
jwsyyyyy,sweetness oh honey i need 24 units of lispro and lantus,Twitter for iPhone,0,,,Lantus,Diabetes,sweetness oh honey need units of lispro and lantus,neutral
GoodRx,Insulin injections like Lantus are notoriously expensive. Here's why – and how you can save. #SaveOnMedsWeek @consumerreports https://t.co/uPJgDIVnjg,Sprout Social,0,SaveOnMedsWeek,ConsumerReports,Lantus,Diabetes,insulin injections like lantus are notoriously expensive here why and how you can save saveonmedsweek,negative
simplezombie,"@thatonespyrofan Watermelon is a member of the cucurbitaceae plant family of gourds (classified as Citrullus lantus), related to the cucumber, squash, and pumpkin.",Tweetbot for i<U+039F>S,0,,thatonespyrofan,Lantus,Diabetes,watermelon is member of the cucurbitaceae plant family of gourds classified as citrullus lantus related to the cucumber squash and pumpkin,neutral
Nursing_Heretic,@grungetitsrlit Short acting is for correction. Intermediate and long acting is to prevent large swings in bgl and lessen need for correction. Lantus mimics “basal�? steady state insulin.,Twitter for iPhone,0,,grungetitsrlit,Lantus,Diabetes,short acting is for correction intermediate and long acting is to prevent large swings in bgl and lessen need for correction lantus mimics basal steady state insulin,positive
CureT1Diabetes,"RT @T1DF_advocacy: “Rebates paid by manufacturers on analogue insulin brands such as Lantus now amount to about 75% of list prices,�? says t…",Twitter for iPhone,3,,T1DF_advocacy,Lantus,Diabetes,df advocacy rebates paid by manufacturers on analogue insulin brands such as lantus now amount to about of list prices says,neutral
DeeDeeSchwartz3,"RT @cornish1951: @DeeDeeSchwartz3 Hey Native American friend, yes it does. I was type 1 by age 4. I understand Native Americans get Diabete…",Twitter for Android,1,,cornish1951 DeeDeeSchwartz3,Lantus,Diabetes,hey native american friend yes it does was type by age understand native americans get diabete,neutral
cornish1951,"@DeeDeeSchwartz3 Hey Native American friend, yes it does. I was type 1 by age 4. I understand Native Americans get Diabetes &amp; arthritis. I got juvenile of both. They took my Lantus away, because it cost more, CVS thieves. Father helped me train my fir",Twitter Web Client,1,,DeeDeeSchwartz3,Lantus,Diabetes,hey native american friend yes it does was type by age understand native americans get diabetes amp arthritis got juvenile of both they took my lantus away because it cost more cvs thieves father helped me train my fir,positive
DeeDeeSchwartz3,@cornish1951 I too am diabetic..LADA type 1.5. On two kinds of insulin. Lantus...a 24 hr slow release...and Novolog..fast acting short term for meal spikes. Since 1986. Sucks huh.,Twitter for Android,0,,cornish1951,Lantus,Diabetes,too am diabetic lada type on two kinds of insulin lantus hr slow release and novolog fast acting short term for meal spikes since sucks huh,negative
T1DF_advocacy,"“Rebates paid by manufacturers on analogue insulin brands such as Lantus now amount to about 75% of list prices,�? says the Type 1 Diabetes Defense Foundation, which represents diabetes patients. 

https://t.co/VUpFJOVihD",Twitter Web Client,3,,,Lantus,Diabetes,rebates paid by manufacturers on analogue insulin brands such as lantus now amount to about of list prices says the type diabetes defense foundation which represents diabetes patients,neutral
redkitebait,i dont think splitting my lantus is working for me but i need to check properlymy bg is all over place,Twitter Web Client,0,,,Lantus,Diabetes,dont think splitting my lantus is working for me but need to check properlymy bg is all over place,neutral
sarahjodonnell,Last Lantus injection today.... No more stinging injections for me!! #pumplife #1moresleep #t1d <f0><U+009F><U+0092><U+0089><U+274C><f0><U+009F><U+0093><U+009F><U+2714><U+FE0F>,Twitter for iPhone,0,pumplife 1moresleep t1d,,Lantus,Diabetes,last lantus injection today no more stinging injections for me pumplife moresleep fe,negative
TracyWi53844516,"@novonordisk seems better device design is needed so ALL the insulin can come out of the Tresiba pen (actually happened w/ Lantus too, but was 14u). I removed 16 units with an insulin syringe after the pen says it's empty. Would save everyone lots of mone",Twitter for Android,0,,novonordisk,Lantus,Diabetes,seems better device design is needed so all the insulin can come out of the tresiba pen actually happened lantus too but was removed units with an insulin syringe after the pen says it empty would save everyone lots of mone,positive
mumoftype1,@AminfiBerlin @MedAngelCO It’s end of summer in Australia but still 28 degrees today. My son went out tonight with his apidra and lantus solostar pens in his pocket and we got a warning that they are too hot at 26 degrees. He doesn’t want to take a ba,Twitter for iPad,0,,AminfiBerlin MedAngelCO,Lantus,Diabetes,it end of summer in australia but still degrees today my son went out tonight with his apidra and lantus solostar pens in his pocket and we got warning that they are too hot at degrees he doesn want to take ba,positive
Type2Diabetes13,New post (Lantus Side Effects! With Better Options!) has been published on Type Two Diabetes - https://t.co/W93ex8GGIe https://t.co/0Uu0X51NXg,TypeTwoDiabetes-NextScript,0,,,Lantus,Diabetes,new post lantus side effects with better options has been published on type two diabetes,positive
Desertrose147,"#type2diabetes @typefundiabetic I have a question, i take Lantus and we'll it burns really bad when I inject and hurts so much. Is this normal?",Twitter for Android,0,type2diabetes,typefundiabetic,Lantus,Diabetes,type diabetes have question take lantus and we ll it burns really bad when inject and hurts so much is this normal,negative
ChrisMLindgren,"This was my cat Sophie from a number yrs back. She was the best in the world. Succumbed to #felinediabetes Gave her Lantus for over 2 yrs; huge market for pet #diabetes cures. Cat sitters cannot handle typical injections, when you go on vacation huge risk to their lives. https://t.co/Km7Sbra4nv",Twitter for iPad,0,felinediabetes diabetes,,Lantus,Diabetes,this was my cat sophie from number yrs back she was the best in the world succumbed to felinediabetes gave her lantus for over yrs huge market for pet diabetes cures cat sitters cannot handle typical injections when you go on vacation huge risk to their lives,positive
